Step,Time,Mean_Male_Trait_1,Mean_Male_Trait_2,Mean_Male_Trait_3,Mean_Female_Trait_1,Mean_Female_Trait_2,Mean_Female_Trait_3,Var_Male_Trait_1,Var_Male_Trait_2,Var_Male_Trait_3,Var_Female_Trait_1,Var_Female_Trait_2,Var_Female_Trait_3,Mean_Female_Pref_1,Mean_Female_Pref_2,Mean_Female_Pref_3,Trait_Pref_Gap_1,Trait_Pref_Gap_2,Trait_Pref_Gap_3,Male_Count,Female_Count,Mean_Male_Energy,Mean_Female_Energy,Avg_Age,Population_Count,Total_Food
0,0.0,0.5009600000000001,0.45024000000000003,0.40659999999999996,0.50704,0.43572000000000005,0.53844,0.0703185984,0.0687609824,0.06013064,0.08068699839999999,0.0664973216,0.0735388864,0.5721599999999999,0.6029599999999999,0.53524,0.07119999999999982,0.1527199999999999,0.1286400000000001,25,25,0.85,0.85,45.9,50,20
1,1.0,0.5009600000000001,0.45024000000000003,0.40659999999999996,0.50704,0.43572000000000005,0.53844,0.0703185984,0.0687609824,0.06013064,0.08068699839999999,0.0664973216,0.0735388864,0.5721599999999999,0.6029599999999999,0.53524,0.07119999999999982,0.1527199999999999,0.1286400000000001,25,25,0.8126757712438771,0.8699999999999999,46.9,50,24
2,2.0,0.5009600000000001,0.45024000000000003,0.40659999999999996,0.50704,0.43572000000000005,0.53844,0.0703185984,0.0687609824,0.06013064,0.08068699839999999,0.0664973216,0.0735388864,0.5721599999999999,0.6029599999999999,0.53524,0.07119999999999982,0.1527199999999999,0.1286400000000001,25,25,0.7953515424877541,0.9299999999999998,47.9,50,25
3,3.0,0.5043846153846154,0.45719230769230773,0.4076923076923077,0.50704,0.43572000000000005,0.53844,0.06790723668639054,0.06732469378698226,0.05784775147928995,0.08068699839999999,0.0664973216,0.0735388864,0.5721599999999999,0.6029599999999999,0.53524,0.06777538461538446,0.1457676923076922,0.12754769230769236,26,25,0.7365647247419531,0.9219999999999999,48.568627450980394,51,30
4,4.0,0.5043846153846154,0.45719230769230773,0.4076923076923077,0.50704,0.43572000000000005,0.53844,0.06790723668639054,0.06732469378698226,0.05784775147928995,0.08068699839999999,0.0664973216,0.0735388864,0.5721599999999999,0.6029599999999999,0.53524,0.06777538461538446,0.1457676923076922,0.12754769230769236,26,25,0.6983935776670193,0.982,49.568627450980394,51,32
5,5.0,0.5043846153846154,0.45719230769230773,0.4076923076923077,0.4950000000000001,0.4278461538461539,0.5429615384615385,0.06790723668639054,0.06732469378698226,0.05784775147928995,0.0812076923076923,0.06548966863905326,0.07122157544378699,0.5816538461538461,0.6036538461538462,0.5320384615384616,0.07726923076923065,0.14646153846153848,0.12434615384615388,26,26,0.6544531998228548,0.9634615384615384,50.46153846153846,52,36
6,6.0,0.5043846153846154,0.45719230769230773,0.4076923076923077,0.4950000000000001,0.4278461538461539,0.5429615384615385,0.06790723668639054,0.06732469378698226,0.05784775147928995,0.0812076923076923,0.06548966863905326,0.07122157544378699,0.5816538461538461,0.6036538461538462,0.5320384615384616,0.07726923076923065,0.14646153846153848,0.12434615384615388,26,26,0.6355128219786901,1.0003846153846152,51.46153846153846,52,38
7,7.0,0.5028148148148148,0.46974074074074074,0.4046296296296296,0.4872857142857144,0.4353571428571429,0.5467857142857143,0.06545622496570644,0.06892522908093279,0.055949122085048014,0.0785208469387755,0.06755237244897959,0.06681059693877552,0.5856428571428571,0.6033928571428572,0.5248214285714285,0.0828280423280423,0.13365211640211644,0.12019179894179893,27,28,0.5715142054628763,0.9667857142857142,52.67272727272727,55,41
8,8.0,0.5028148148148148,0.46974074074074074,0.4046296296296296,0.4872857142857144,0.4353571428571429,0.5467857142857143,0.06545622496570644,0.06892522908093279,0.055949122085048014,0.0785208469387755,0.06755237244897959,0.06681059693877552,0.5856428571428571,0.6033928571428572,0.5248214285714285,0.0828280423280423,0.13365211640211644,0.12019179894179893,27,28,0.5510708372880762,0.926785714285714,53.67272727272727,55,47
9,9.0,0.4938461538461538,0.46365384615384614,0.4061923076923077,0.48633333333333345,0.451,0.5534333333333333,0.06580197633136095,0.07057584171597633,0.058035078402366866,0.07685622222222221,0.06780006666666667,0.06573604555555557,0.5785333333333332,0.6123333333333333,0.5523333333333333,0.08468717948717941,0.14867948717948715,0.14614102564102566,26,30,0.5085773529096523,0.8876666666666666,53.517857142857146,56,51
10,10.0,0.5023333333333334,0.4728148148148148,0.40703703703703703,0.5100312499999999,0.45753124999999994,0.54959375,0.06523770370370371,0.07014392866941015,0.05590418381344308,0.08052046777343749,0.0650653115234375,0.06267524121093751,0.59834375,0.6346562499999999,0.55503125,0.09601041666666654,0.16184143518518512,0.14799421296296295,27,32,0.4863598009217064,0.8134374999999999,54.74576271186441,59,55
11,11.0,0.49246153846153856,0.48115384615384615,0.39123076923076927,0.5100312499999999,0.45753124999999994,0.54959375,0.06511563313609467,0.07096420710059172,0.05130871597633136,0.08052046777343749,0.0650653115234375,0.06267524121093751,0.59834375,0.6346562499999999,0.55503125,0.10588221153846139,0.15350240384615377,0.1638004807692307,26,32,0.5988565373606586,0.8515624999999999,54.810344827586206,58,49
12,12.0,0.4947037037037038,0.4778148148148148,0.3957777777777778,0.5100312499999999,0.45753124999999994,0.54959375,0.06283465294924555,0.068625780521262,0.04994595061728396,0.08052046777343749,0.0650653115234375,0.06267524121093751,0.59834375,0.6346562499999999,0.55503125,0.10364004629629614,0.15684143518518512,0.1592534722222222,27,32,0.6214759304705568,0.8209374999999999,56.220338983050844,59,51
