Step,Time,Mean_Male_Trait_1,Mean_Male_Trait_2,Mean_Male_Trait_3,Mean_Female_Trait_1,Mean_Female_Trait_2,Mean_Female_Trait_3,Var_Male_Trait_1,Var_Male_Trait_2,Var_Male_Trait_3,Var_Female_Trait_1,Var_Female_Trait_2,Var_Female_Trait_3,Mean_Female_Pref_1,Mean_Female_Pref_2,Mean_Female_Pref_3,Trait_Pref_Gap_1,Trait_Pref_Gap_2,Trait_Pref_Gap_3,Male_Count,Female_Count,Mean_Male_Energy,Mean_Female_Energy,Avg_Age,Population_Count,Total_Food
0,0.0,0.41628,0.49696000000000007,0.37720000000000004,0.59588,0.36591999999999997,0.42627999999999994,0.0680419616,0.06992459840000001,0.06444896000000001,0.0743654656,0.0843309536,0.07946140160000001,0.57604,0.51664,0.58392,0.15976,0.01967999999999992,0.20671999999999996,25,25,0.85,0.85,46.32,50,30
1,1.0,0.41628,0.49696000000000007,0.37720000000000004,0.59588,0.36591999999999997,0.42627999999999994,0.0680419616,0.06992459840000001,0.06444896000000001,0.0743654656,0.0843309536,0.07946140160000001,0.57604,0.51664,0.58392,0.15976,0.01967999999999992,0.20671999999999996,25,25,0.7882446370507482,0.95,47.32,50,30
2,2.0,0.41628,0.49696000000000007,0.37720000000000004,0.59588,0.36591999999999997,0.42627999999999994,0.0680419616,0.06992459840000001,0.06444896000000001,0.0743654656,0.0843309536,0.07946140160000001,0.57604,0.51664,0.58392,0.15976,0.01967999999999992,0.20671999999999996,25,25,0.6864892741014964,1.0099999999999998,48.32,50,34
3,3.0,0.41873076923076924,0.48757692307692313,0.3767692307692308,0.59588,0.36591999999999997,0.42627999999999994,0.0655751198224852,0.06943624408284024,0.061974792899408285,0.0743654656,0.0843309536,0.07946140160000001,0.57604,0.51664,0.58392,0.15730923076923076,0.029063076923076858,0.2071507692307692,26,25,0.6276287607233121,1.042,49.03921568627451,51,36
4,4.0,0.41873076923076924,0.48757692307692313,0.3767692307692308,0.59588,0.36591999999999997,0.42627999999999994,0.0655751198224852,0.06943624408284024,0.061974792899408285,0.0743654656,0.0843309536,0.07946140160000001,0.57604,0.51664,0.58392,0.15730923076923076,0.029063076923076858,0.2071507692307692,26,25,0.5457313117748294,1.102,50.03921568627451,51,39
5,5.0,0.422,0.4936666666666667,0.3858518518518519,0.59588,0.36591999999999997,0.42627999999999994,0.0634242962962963,0.06782874074074074,0.0618242743484225,0.0743654656,0.0843309536,0.07946140160000001,0.57604,0.51664,0.58392,0.15404,0.02297333333333329,0.1980681481481481,27,25,0.4910992753142598,1.094,51.34615384615385,52,43
6,6.0,0.41430769230769227,0.47969230769230775,0.37800000000000006,0.59588,0.36591999999999997,0.42627999999999994,0.062132366863905324,0.06439090532544378,0.06100061538461539,0.0743654656,0.0843309536,0.07946140160000001,0.57604,0.51664,0.58392,0.16173230769230773,0.03694769230769224,0.20591999999999994,26,25,0.47134391513305945,1.126,54.05882352941177,51,45
7,7.0,0.4224400000000001,0.4858,0.34196,0.600423076923077,0.3713846153846153,0.43542307692307686,0.0558596064,0.06882968,0.051101718399999996,0.07202124408284025,0.08183400591715975,0.0784950902366864,0.5816153846153846,0.5334615384615385,0.5738461538461539,0.15917538461538455,0.04766153846153853,0.2318861538461539,25,26,0.478545998372878,1.0153846153846153,54.627450980392155,51,51
8,8.0,0.429875,0.4839166666666667,0.33874999999999994,0.5947407407407407,0.3761851851851851,0.44162962962962954,0.056805109374999996,0.07160890972222222,0.052973354166666674,0.07019330315500687,0.07940229903978052,0.0765894183813443,0.587,0.545074074074074,0.5845925925925927,0.15712499999999996,0.06115740740740733,0.24584259259259272,24,27,0.49508309022290803,1.0196296296296297,55.490196078431374,51,51
9,9.0,0.43392000000000003,0.48196000000000006,0.33647999999999995,0.5947407407407407,0.3761851851851851,0.44162962962962954,0.0549255936,0.0688364384,0.0509780896,0.07019330315500687,0.07940229903978052,0.0765894183813443,0.587,0.545074074074074,0.5845925925925927,0.15307999999999994,0.06311407407407399,0.24811259259259272,25,27,0.46827964620934204,1.0477777777777777,56.57692307692308,52,52
10,10.0,0.42924999999999996,0.48337499999999994,0.31587499999999996,0.5947407407407407,0.3761851851851851,0.44162962962962954,0.05622343750000001,0.07032206770833334,0.036171776041666666,0.07019330315500687,0.07940229903978052,0.0765894183813443,0.587,0.545074074074074,0.5845925925925927,0.15775,0.0616990740740741,0.2687175925925927,24,27,0.48166325911455593,1.0759259259259257,56.90196078431372,51,53
11,11.0,0.4382916666666667,0.47025,0.306,0.5957857142857143,0.38449999999999995,0.4311785714285713,0.05950970659722223,0.06985777083333333,0.03236866666666667,0.06771588265306122,0.07843317857142859,0.07680314668367348,0.5785357142857144,0.5459642857142858,0.5637142857142857,0.14024404761904768,0.07571428571428579,0.25771428571428573,24,28,0.5754737882373676,1.0474999999999999,57.84615384615385,52,50
12,12.0,0.41195454545454546,0.4380454545454546,0.29509090909090907,0.5957857142857143,0.38449999999999995,0.4311785714285713,0.05535149793388432,0.06374104338842977,0.03387408264462811,0.06771588265306122,0.07843317857142859,0.07680314668367348,0.5785357142857144,0.5459642857142858,0.5637142857142857,0.1665811688311689,0.10791883116883116,0.26862337662337665,22,28,0.593587325439541,1.0274999999999999,58.78,50,55
13,13.0,0.4105652173913044,0.42369565217391314,0.3167391304347826,0.5957857142857143,0.38449999999999995,0.4311785714285713,0.055143637051039696,0.06166325519848772,0.033741758034026466,0.06771588265306122,0.07843317857142859,0.07680314668367348,0.5785357142857144,0.5459642857142858,0.5637142857142857,0.16797049689440996,0.12226863354037265,0.24697515527950314,23,28,0.5833446350346401,0.9753571428571428,60.03921568627451,51,60
14,14.0,0.41213043478260863,0.4453913043478261,0.2991739130434783,0.5980344827586207,0.3712413793103448,0.4355862068965516,0.05614446124763705,0.0729464990548204,0.03182440453686201,0.06552244708680142,0.08065073483947682,0.07469872532699169,0.5903448275862069,0.5388275862068966,0.5630689655172414,0.17821439280359824,0.09343628185907055,0.2638950524737631,23,29,0.615374002792986,0.9113793103448276,59.78846153846154,52,63
15,15.0,0.40829166666666666,0.433,0.299,0.5980344827586207,0.3712413793103448,0.4355862068965516,0.054144039930555554,0.07343858333333332,0.030499083333333333,0.06552244708680142,0.08065073483947682,0.07469872532699169,0.5903448275862069,0.5388275862068966,0.5630689655172414,0.1820531609195402,0.10582758620689664,0.2640689655172414,24,29,0.6120455294435381,0.936206896551724,59.79245283018868,53,63
16,16.0,0.4200434782608696,0.4207391304347825,0.30165217391304344,0.5876,0.36896666666666655,0.4292666666666667,0.053183606805293014,0.07302367107750472,0.03165631379962193,0.05877530666666666,0.07906923222222222,0.07322886222222222,0.5805333333333333,0.5342,0.5905666666666668,0.16048985507246377,0.1134608695652175,0.28891449275362335,23,30,0.5588859466396429,1.018,59.58490566037736,53,59
17,17.0,0.41500000000000004,0.42009090909090907,0.3025454545454545,0.5769310344827585,0.3632758620689655,0.4404482758620689,0.055016,0.0763332644628099,0.03307688429752066,0.057387236623067786,0.08082419976218788,0.0720031438763377,0.5757241379310344,0.5181379310344828,0.5785862068965518,0.16072413793103435,0.09804702194357373,0.2760407523510973,22,29,0.5124629922461726,1.0665517241379308,59.35294117647059,51,61
18,18.0,0.4173913043478262,0.42391304347826086,0.31182608695652175,0.5705357142857143,0.3731071428571429,0.4396071428571429,0.0527498034026465,0.07333581852551985,0.03353362192816636,0.05825067729591835,0.0809078099489796,0.07455416709183672,0.5811785714285714,0.5331785714285714,0.5851428571428572,0.16378726708074526,0.10926552795031053,0.27331677018633543,23,28,0.5188924357721878,1.061785714285714,59.529411764705884,51,61
19,19.0,0.41613043478260875,0.4160434782608696,0.3176086956521739,0.5705357142857143,0.3731071428571429,0.4396071428571429,0.05201159168241966,0.07606621550094517,0.03511554253308129,0.05825067729591835,0.0809078099489796,0.07455416709183672,0.5811785714285714,0.5331785714285714,0.5851428571428572,0.16504813664596268,0.11713509316770176,0.26753416149068326,23,28,0.4785991166557834,1.0882142857142856,60.470588235294116,51,64
20,20.0,0.4053181818181819,0.4107272727272727,0.30818181818181817,0.5679,0.3835,0.4582333333333334,0.05168694421487603,0.07887374380165289,0.03466778512396695,0.054712623333333335,0.07702938333333334,0.07447037888888888,0.5749666666666667,0.5541333333333333,0.5987333333333333,0.16964848484848483,0.14340606060606054,0.29055151515151517,22,30,0.5308165592390508,1.0236666666666665,61.82692307692308,52,64
21,21.0,0.4167272727272728,0.4420454545454545,0.29168181818181815,0.5679,0.3835,0.4582333333333334,0.0546938347107438,0.08726877066115703,0.03365276239669421,0.054712623333333335,0.07702938333333334,0.07447037888888888,0.5749666666666667,0.5541333333333333,0.5987333333333333,0.15823939393939396,0.11208787878787874,0.3070515151515152,22,30,0.5506341696709461,1.0069999999999997,63.86538461538461,52,67
22,22.0,0.4444444444444444,0.40055555555555555,0.2696111111111111,0.5679,0.3835,0.4582333333333334,0.05412591358024691,0.08547791358024692,0.03071112654320988,0.054712623333333335,0.07702938333333334,0.07447037888888888,0.5749666666666667,0.5541333333333333,0.5987333333333333,0.13052222222222232,0.1535777777777777,0.32912222222222226,18,30,0.590768617722019,1.030333333333333,61.6875,48,69
23,23.0,0.4444444444444444,0.40055555555555555,0.2696111111111111,0.573,0.37377419354838715,0.459225806451613,0.05412591358024691,0.08547791358024692,0.03071112654320988,0.053728,0.0773823038501561,0.07209765868886578,0.5871290322580646,0.5432580645161289,0.5939354838709677,0.14268458781362015,0.14270250896057335,0.32432437275985665,18,31,0.5184196940776515,1.0793548387096772,62.04081632653061,49,70
24,24.0,0.4472777777777778,0.39761111111111114,0.26611111111111113,0.5746562500000001,0.37421875,0.4605625,0.054407200617283956,0.08499257098765431,0.029194654320987654,0.0521340380859375,0.0749702333984375,0.06989999609375,0.58334375,0.53521875,0.59775,0.13606597222222228,0.13760763888888883,0.33163888888888887,18,32,0.5454017012639292,1.0403124999999998,61.8,50,73
25,25.0,0.40888888888888897,0.4115,0.23800000000000004,0.5719696969696971,0.36636363636363634,0.4624848484848485,0.04470132098765432,0.08822869444444445,0.025853444444444443,0.05078518089990816,0.07467289807162535,0.06790006795224979,0.5884242424242425,0.546060606060606,0.5897575757575757,0.17953535353535355,0.13456060606060605,0.35175757575757566,18,33,0.5837982426976377,1.003030303030303,62.1764705882353,51,75
26,26.0,0.3920588235294118,0.4265294117647058,0.2215294117647059,0.5778125000000001,0.37296875,0.44737499999999997,0.04223229065743944,0.08935271972318339,0.022491190311418687,0.051245652343749996,0.0755667177734375,0.062487796875,0.5845625,0.54978125,0.5895,0.1925036764705882,0.12325183823529418,0.36797058823529416,17,32,0.5867675480084025,1.0509374999999999,61.40816326530612,49,76
27,27.0,0.3822941176470588,0.44682352941176473,0.20511764705882354,0.5752424242424242,0.38636363636363635,0.4374242424242424,0.03750961937716263,0.08272967474048443,0.020614456747404843,0.04990412304866849,0.07901835261707987,0.06376278971533517,0.5883939393939394,0.5628787878787879,0.5889696969696969,0.20609982174688057,0.11605525846702314,0.3838520499108734,17,33,0.6246080936111287,1.0284848484848481,62.84,50,78
28,28.0,0.375375,0.4351875,0.2099375,0.5752424242424242,0.38636363636363635,0.4374242424242424,0.03904010937500001,0.08559852734375001,0.02150793359375,0.04990412304866849,0.07901835261707987,0.06376278971533517,0.5883939393939394,0.5628787878787879,0.5889696969696969,0.21301893939393934,0.12769128787878786,0.3790321969696969,16,33,0.6938372252244083,1.099393939393939,63.04081632653061,49,75
29,29.0,0.3552666666666667,0.46273333333333333,0.19646666666666668,0.5752424242424242,0.38636363636363635,0.4374242424242424,0.03517326222222223,0.07916472888888888,0.02003838222222222,0.04990412304866849,0.07901835261707987,0.06376278971533517,0.5883939393939394,0.5628787878787879,0.5889696969696969,0.23312727272727268,0.10014545454545454,0.39250303030303024,15,33,0.7550807016901581,1.1248484848484845,63.416666666666664,48,77
30,30.0,0.3552666666666667,0.46273333333333333,0.19646666666666668,0.5594285714285714,0.3774571428571429,0.43217142857142854,0.03517326222222223,0.07916472888888888,0.02003838222222222,0.05361544489795918,0.0766554481632653,0.06061459918367348,0.5999142857142857,0.5621142857142857,0.5851428571428572,0.24464761904761906,0.09938095238095235,0.3886761904761905,15,35,0.6837369559838772,1.136285714285714,62.8,50,77
31,31.0,0.3552666666666667,0.46273333333333333,0.19646666666666668,0.5531388888888888,0.38136111111111115,0.42438888888888887,0.03517326222222223,0.07916472888888888,0.02003838222222222,0.05351073070987654,0.07505956404320988,0.06105073765432098,0.5896666666666667,0.5513055555555555,0.5696944444444445,0.2344,0.08857222222222216,0.3732277777777778,15,36,0.5890598769442633,1.1552777777777774,63.294117647058826,51,80
32,32.0,0.34542857142857136,0.43157142857142855,0.1992857142857143,0.5529729729729729,0.39389189189189194,0.4149459459459459,0.03623381632653062,0.07025338775510205,0.02135048979591837,0.05206548575602629,0.07868366398831264,0.06261080788897005,0.5932972972972973,0.5619999999999999,0.5668918918918919,0.24786872586872594,0.1304285714285714,0.36760617760617764,14,37,0.5661945023762863,1.1897297297297293,63.568627450980394,51,81
33,33.0,0.3434,0.42046666666666666,0.20820000000000002,0.5594324324324323,0.3867837837837838,0.4129189189189189,0.033875840000000004,0.0672962488888889,0.02103962666666666,0.0489300292184076,0.07572438568298027,0.0632449934258583,0.5982972972972973,0.5714594594594594,0.5654594594594595,0.2548972972972973,0.15099279279279276,0.35725945945945947,15,37,0.5553528266006669,1.2027027027027024,64.28846153846153,52,82
34,34.0,0.3335625,0.41100000000000003,0.20950000000000002,0.5530833333333334,0.3925555555555556,0.41813888888888884,0.03321024609375001,0.06443449999999999,0.01975,0.04879768749999999,0.07659524691358024,0.06399361959876543,0.5942777777777778,0.5834166666666667,0.5698055555555555,0.2607152777777778,0.17241666666666666,0.36030555555555543,16,36,0.5506821697332063,1.1913888888888886,64.01923076923077,52,86
35,35.0,0.3335625,0.41100000000000003,0.20950000000000002,0.5492702702702703,0.3953513513513514,0.4099729729729729,0.03321024609375001,0.06443449999999999,0.01975,0.048002251278305326,0.07480649817384953,0.06466462089116143,0.5885405405405406,0.5849189189189189,0.5559729729729729,0.25497804054054063,0.17391891891891886,0.34647297297297286,16,37,0.5551007720855066,1.2370270270270267,64.88679245283019,53,84
36,36.0,0.3435,0.37812500000000004,0.22050000000000003,0.5442820512820513,0.39741025641025646,0.40897435897435896,0.04104037500000001,0.050598234374999995,0.022676,0.0473634332675871,0.07104931886916503,0.06332694806048653,0.5930256410256411,0.5824102564102563,0.5655641025641025,0.24952564102564112,0.2042852564102563,0.34506410256410247,16,39,0.5357048534528808,1.1956410256410255,65.58181818181818,55,87
37,37.0,0.3535384615384615,0.4099230769230769,0.22723076923076924,0.54335,0.394675,0.4083,0.035628556213017755,0.03852807100591716,0.017180792899408288,0.046213227499999995,0.06956486937499999,0.061761510000000006,0.602925,0.57745,0.5621,0.24938653846153852,0.16752692307692313,0.3348692307692308,13,40,0.5388703369108155,1.1624999999999996,64.9245283018868,53,92
38,38.0,0.36369230769230765,0.4076153846153846,0.2319230769230769,0.54335,0.394675,0.4083,0.04026652071005917,0.038383928994082835,0.019563763313609466,0.046213227499999995,0.06956486937499999,0.061761510000000006,0.602925,0.57745,0.5621,0.2392326923076924,0.16983461538461542,0.33017692307692315,13,40,0.6321771075277028,1.1534999999999997,66.33962264150944,53,94
39,39.0,0.33640000000000003,0.36540000000000006,0.27040000000000003,0.5387857142857143,0.3982142857142857,0.4136666666666666,0.03575864,0.013651306666666668,0.024075973333333334,0.04455069217687074,0.06761750170068026,0.059468936507936505,0.5984285714285714,0.5886666666666667,0.5747619047619048,0.2620285714285714,0.2232666666666666,0.3043619047619048,15,42,0.5969152511094824,1.0604761904761904,65.2280701754386,57,100
40,40.0,0.33640000000000003,0.36540000000000006,0.27040000000000003,0.5344883720930232,0.39599999999999996,0.40916279069767436,0.03575864,0.013651306666666668,0.024075973333333334,0.04429024986479178,0.06625093023255814,0.058937903731746885,0.5964418604651164,0.5795813953488372,0.5813023255813954,0.26004186046511635,0.21418139534883718,0.31090232558139536,15,43,0.5402804480807589,1.065116279069767,66.65517241379311,58,103
41,41.0,0.315,0.3584,0.27666666666666667,0.5344883720930232,0.39599999999999996,0.40916279069767436,0.0218144,0.014664906666666668,0.02670128888888889,0.04429024986479178,0.06625093023255814,0.058937903731746885,0.5964418604651164,0.5795813953488372,0.5813023255813954,0.2814418604651164,0.22118139534883724,0.3046356589147287,15,43,0.5430809281408557,1.053488372093023,68.41379310344827,58,107
42,42.0,0.3290588235294118,0.39023529411764707,0.2590588235294118,0.52625,0.39715909090909085,0.40472727272727266,0.020731820069204154,0.020858885813148792,0.025923349480968857,0.046202096590909084,0.06480299741735537,0.05844438016528927,0.5884318181818182,0.5709772727272727,0.5680909090909091,0.25937299465240643,0.18074197860962565,0.3090320855614973,17,44,0.571703620608683,1.0043181818181817,69.73770491803279,61,110
43,43.0,0.3453888888888889,0.3910555555555556,0.2558888888888889,0.5247111111111111,0.4041555555555556,0.40582222222222214,0.024113459876543213,0.019711496913580248,0.024653987654320985,0.04539518320987654,0.06688030913580245,0.060462812839506164,0.6051777777777778,0.5818888888888889,0.5690222222222222,0.2597888888888889,0.1908333333333333,0.3131333333333333,18,45,0.5136946860435745,0.9837777777777775,70.0952380952381,63,111
44,44.0,0.3584761904761905,0.40599999999999997,0.26123809523809516,0.528,0.4060408163265306,0.39687755102040817,0.022714725623582767,0.020620476190476196,0.027917229024943313,0.04472522448979591,0.06234991670137442,0.05919529112869638,0.6073877551020408,0.5871836734693878,0.5544081632653062,0.2489115646258503,0.18118367346938785,0.293170068027211,21,49,0.4893830181466384,0.8646938775510202,67.05714285714286,70,116
45,45.0,0.37517391304347825,0.3820869565217391,0.2873043478260869,0.5228627450980393,0.40992156862745105,0.3931372549019608,0.024450143667296784,0.022651122873345933,0.03222673345935728,0.04364862821991542,0.06033344482891195,0.05820184390618993,0.5988039215686274,0.5935098039215687,0.5447843137254902,0.22363000852514914,0.21142284739982964,0.2574799658994033,23,51,0.4812364599696926,0.8449019607843136,67.14864864864865,74,115
46,46.0,0.39247826086956517,0.384086956521739,0.30065217391304344,0.5153921568627451,0.3993333333333334,0.38678431372549027,0.02449077126654065,0.02228677504725898,0.034589879017013235,0.0416260030757401,0.05941496732026143,0.05370346328335256,0.6105686274509803,0.5837843137254902,0.5477450980392157,0.21809036658141512,0.1996973572037512,0.24709292412617223,23,51,0.44288222062632027,0.8488235294117644,67.62162162162163,74,117
47,47.0,0.3940476190476191,0.3924761904761904,0.28690476190476183,0.5153921568627451,0.3993333333333334,0.38678431372549027,0.025535378684807257,0.02326843990929705,0.03502265759637188,0.0416260030757401,0.05941496732026143,0.05370346328335256,0.6105686274509803,0.5837843137254902,0.5477450980392157,0.2165210084033612,0.1913081232492998,0.26084033613445384,21,51,0.48957526114281147,0.8680392156862744,68.34722222222223,72,117
48,48.0,0.38734999999999997,0.364,0.28945,0.5153921568627451,0.3993333333333334,0.38678431372549027,0.027363927500000003,0.0214812,0.03215464750000001,0.0416260030757401,0.05941496732026143,0.05370346328335256,0.6105686274509803,0.5837843137254902,0.5477450980392157,0.2232186274509803,0.21978431372549023,0.2582950980392157,20,51,0.4898992741280742,0.9127450980392153,70.05633802816901,71,116
49,49.0,0.38035,0.353,0.30555,0.516826923076923,0.39609615384615393,0.38951923076923084,0.024995827500000005,0.022878199999999994,0.034263747500000004,0.04144195081360947,0.058493433062130167,0.05424909578402366,0.6247499999999999,0.5735576923076923,0.5575384615384615,0.2443999999999999,0.2205576923076923,0.25198846153846155,20,52,0.4767241124874017,0.9326923076923074,69.77777777777777,72,115
50,50.0,0.3700952380952381,0.3476666666666666,0.30057142857142854,0.516826923076923,0.39609615384615393,0.38951923076923084,0.025908752834467124,0.022357650793650794,0.033127863945578234,0.04144195081360947,0.058493433062130167,0.05424909578402366,0.6247499999999999,0.5735576923076923,0.5575384615384615,0.25465476190476183,0.22589102564102564,0.256967032967033,21,52,0.4305873059422495,0.9665384615384612,70.64383561643835,73,115
51,51.0,0.3700952380952381,0.3476666666666666,0.30057142857142854,0.5229038461538461,0.39469230769230773,0.39559615384615393,0.025908752834467124,0.022357650793650794,0.033127863945578234,0.04134635613905325,0.058855328402366874,0.05407216383136094,0.6319807692307694,0.5752499999999999,0.551076923076923,0.2618855311355313,0.2275833333333333,0.2505054945054945,21,52,0.4354633055642138,0.9853846153846152,71.06849315068493,73,113
